"Case.Study.ID","weight","DEM","AvgTemp","AvgMonthlyPrec","ET","HANPP_Total","HANPP_LC","HANPP_NPP","Livestock","PA","Pop_dense","Pop_delta","GDP","HDI","Market_access","Market_density","Market_influence","Malnutrition","hf_score","hf_rank","pf_score","Mammals","HANPP_forest","HANPP_forest_harvest","HANPP_forest_new","HANPP_pasture","HANPP_pasture_harvest","HANPP_cropland","HANPP_cropland_harvest","tropical.broadleaf.evergreen","temperate.broadleaf.evergreen","broadleaf.deciduous","needleleaf.evergreen","needleleaf.deciduous","C3.grass","C3.crop","C3.pasture","C4.grass","C4.crop","C4.pasture","evergreen.shrubs","deciduous.shrubs","urban","lake","bare.soil","Fire_development_stage"
"210a",0.3,22.5,26.00825024,189,1472.3125,0.388188369,0.245509398,1098.298661,129.7188605,0,46.78857775,14.15033257,20180.16602,0.547039092,0.03200474,1705649.188,129.8708356,264,6.92,82,6.75,114.8111753,0.095720051,0.097235866,0.075701065,0.203356086,0.01031965,0.68860904,0.398259727,0.021794319,0.614241898,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.059543993,0.234699711,0.038352903,0.01122109,1e-06,0,0,0.020139106,"FALSE"
"210b",0.3,22.5,26.00825024,189,1472.3125,0.388188369,0.245509398,1098.298661,129.7188605,0,46.78857775,14.15033257,20180.16602,0.547039092,0.03200474,1705649.188,129.8708356,264,6.92,82,6.75,114.8111753,0.095720051,0.097235866,0.075701065,0.203356086,0.01031965,0.68860904,0.398259727,0.021794319,0.614241898,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.059543993,0.234699711,0.038352903,0.01122109,1e-06,0,0,0.020139106,"FALSE"
"210c",0.3,22.5,26.00825024,189,1472.205755,0.388188369,0.245509398,1098.298661,129.7188605,0,46.68310981,14.12772974,20180.16602,0.547039092,0.03200474,1705649.188,129.8708356,264,7.1,69,6.92,114.6685796,0.095720051,0.097235866,0.075701065,0.203356086,0.01031965,0.68860904,0.398259727,0.021794319,0.614241898,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.059543993,0.234699711,0.038352903,0.01122109,1e-06,0,0,0.020139106,"FALSE"
"210d",0.3,22.5,26.00825024,189,1472.205755,0.388188369,0.245509398,1098.298661,129.7188605,0,46.68310981,14.12772974,20180.16602,0.547039092,0.03200474,1705649.188,129.8708356,264,7.1,69,6.92,114.6685796,0.095720051,0.097235866,0.075701065,0.203356086,0.01031965,0.68860904,0.398259727,0.021794319,0.614241898,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.059543993,0.234699711,0.038352903,0.01122109,1e-06,0,0,0.020139106,"FALSE"
"211a",0.335668044158335,94.5,26.40925026,24.5,1358.233333,0.537914233,0.245221762,866.8201434,638.5918105,0,789.9944153,104.379303,4169.583008,0.410216182,0.32037258,2843247.945,797.677003,183,6.05,131,5.16,84.53125,0.410758704,0.410758704,0.039222974,0.249638925,0.097189485,0.841261148,0.332129046,0.025414681,0.420807272,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.118845776,0.196282208,0.176946938,0.018810002,1e-06,0,0.018635778,0.024250351,"TRUE"
"212a",1.35856178819113,832,-4.332499981,71,1050.833333,0.057840189,0.012429512,516.4516222,72.1624511,1,26.42248535,1.336832047,32297.05469,0.851969242,0.0349542,130196.8584,1330.77069,0,8.68,5,9.13,49,0.045886992,0.073763013,0.149993762,0.04235488,0.034806044,0.28333281,0.070850824,3.19e-05,1.03e-05,5.39e-06,0.174063325,0.606923282,0.138345987,1e-06,1e-06,0.001342881,1e-06,1e-06,0.000394355,0.028684979,0,0.013501186,0.036692426,"TRUE"
"213a",1.20329758382643,1254,18.49124908,106,1441.25,0.218854562,0.124367899,805.1096809,2518.472548,0,1.133650184,1.72e-05,30000.58008,0.880248427,0.00143984,2102.844,59.15977227,0,8.62,6,9.13,47,0.040366873,0.040463828,0.007431817,0.284539291,0.098409338,0.682980051,0.217918366,9.28e-06,0.76067555,1e-06,0.074628793,1e-06,0.068532869,1e-06,0.011667249,0.020621041,1e-06,0.014706717,0.036083944,1e-06,0,0,0.013069549,"FALSE"
"214a",1.55026069081933,190,28.88224983,226,2461.666667,0.042981881,0.016342378,621.3296051,42.51753847,0,0.071458481,3.13e-06,37636.16016,0.821685314,0,0,4.130000114,0,8.662727273,5.727272727,9.193636364,36,0.029573371,0,0,0.053835624,0.04966965,0.14689316,0.030107664,0.504685104,0.000820519,3.41e-05,1e-06,1e-06,1e-06,1e-06,1e-06,0.440048844,1e-06,1e-06,0.001209937,1e-06,0,0,0.053193443,"FALSE"
"215a",1.35856178819113,1058.125,3.441718727,233.375,1299.001307,0.153518582,0.002083889,521.7324859,261.0231552,0,1.959872023,0.013116372,40943.78906,0.889160812,0.011767375,13554.61855,523.3751539,0,8.52,10,8.7,65.02306353,0.125940979,0.125940979,0.00747358,0.135114612,0.094961424,0.233484682,0.126057701,1e-06,1e-06,0.120649591,0.12042632,0.589189589,0.116557069,1e-06,0.00030855,0.00253278,1e-06,0.002636699,3.92e-05,1e-06,0,0,0.047655225,"FALSE"
"216a",1.55026069081933,30.78947368,30.27273369,187.9473684,2406.384541,0.051033167,0.018197221,628.8829451,42.6951769,1,0.37601849,5.06e-05,37636.16016,0.821685314,0,0,4.130000114,0,8.63,6,9.1,38.33021427,0.030113475,0.040463828,0.004531215,0.085500641,0.083598071,0,0,0.48507382,0.00676705,9.66e-05,1e-06,1e-06,1e-06,1e-06,1e-06,0.456440806,1e-06,1e-06,0.001307088,1e-06,0,0,0.050306698,"FALSE"
"217a",1.20329758382643,2392,-2.249749899,69,1731,0.083595885,0.011180002,262.5675064,231.7390925,0,0.007508014,0.000388478,40943.78906,0.889160812,0.0205708,14179.63791,884.9631727,0,8.52,14,8.71,65,0.089247616,0.124645896,0.271974087,0.193165542,0.179084286,0.589769642,0.355665141,1e-06,1e-06,0.179463834,1e-06,0.256968498,0.272674799,1e-06,1e-06,0.062616743,1e-06,1e-06,1e-06,0.175688356,0,0.010435979,0.042143781,"FALSE"
"218a",0.383032246708284,23,24.15875053,0,2073.75,0.155818182,0.101309839,600.3377734,2026.07729,0,40.99364853,3.518115997,1505.041992,0.34655109,0.32163044,60280.9556,365.903651,302.5,5.83,123,6.62,98.25,0.211315975,0.211315975,0.18775247,0.124344979,0.124337703,0.631632965,0.295040703,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.198072329,1.53e-05,0.002859962,1e-06,1e-06,0,0.011988783,0.787053585,"FALSE"
"218b",0.383032246708284,30,24.19750023,0,2087.75,0.209056876,0.142023115,598.063226,1662.124705,0,71.80928993,5.176338196,1505.041992,0.34655109,0.489512499,91797.61658,532.8581037,331.25,5.83,123,6.62,90,0.212693636,0.211315975,0.17597504,0.132404757,0.123531712,0.638538917,0.283742911,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.042865153,1e-06,2.38e-05,1e-06,1e-06,0,0,0.957100034,"FALSE"
"218c",0.383032246708284,13.5,24.19862556,0,2047,0.3022177,0.206937622,601.184699,1153.107975,0,20.41466808,0.83882618,1505.041992,0.34655109,0.421932415,191690.205,490.7347673,244.375,5.83,123,6.62,90,0.227197456,0.211315975,0.044370402,0.139559989,0.122463178,0.622801315,0.328088088,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.042865153,1e-06,2.38e-05,1e-06,1e-06,0,0,0.957100034,"FALSE"
"218d",0.383032246708284,22,24.69874382,0,2084.25,0.253700975,0.148649579,613.1221383,743.5536811,0,16.52159739,2.53038311,1505.041992,0.34655109,0.276628608,104899.1067,296.9170092,270.5,5.83,123,6.62,88.75,0.206844068,0.211315975,0,0.104060712,0.090579496,0.608074962,0.295106523,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.042865153,1e-06,2.38e-05,1e-06,1e-06,0,0,0.957100034,"FALSE"
"218e",0.383032246708284,15,25.34924889,0,2075.75,0.260922009,0.1455492,620.8173455,232.2745962,0,42.97282219,2.099096298,1505.041992,0.34655109,0.056358749,7057.255,58.85009024,242.5,5.83,123,6.62,86,0.159757972,0.211315975,0.11693278,0.068594347,0.058300871,0.483167932,0.231542208,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.042865153,1e-06,2.38e-05,1e-06,1e-06,0,0,0.957100034,"FALSE"
"219a",0.383032246708284,236,27.15649986,0,2172,0.306736128,0.200527653,633.6439121,782.1797418,0,65.78279114,11.86014557,1919.59668,0.455000013,0.0064072,3105.9132,9.946703884,382,7.36,58,7.8,96,0.435271831,0,0,0.048970367,0.005780403,0.754320468,0.215184483,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.209264174,0.016841896,0.223449126,1e-06,1e-06,0,0,0.550434828,"FALSE"
"219b",0.3,217,26.29624939,5,1546.5,0.400575622,0.247108961,753.6571641,284.5495252,0,65.69499969,1.731033325,1919.59668,0.455000013,0.4856904,468720.966,775.6963219,247,7.36,58,7.8,122,0.554150441,0.577213466,0.444772422,0.095971813,0.004185278,0.69939653,0.273149796,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.218889028,0.212817371,0.247576803,1e-06,1e-06,0,0.030184079,0.290522724,"FALSE"
"219c",0.3,120.5,26.77562523,9.5,1543.75,0.37592164,0.209704819,726.1234496,198.1783908,0,22.50708199,-0.092206955,1919.59668,0.455000013,0.202631711,100664.3267,321.3799686,246.25,7.36,58,7.8,121,0.573755403,0.577213466,0.503516614,0.025892166,0.003526904,0.68400637,0.190980297,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.218889028,0.212817371,0.247576803,1e-06,1e-06,0,0.030184079,0.290522724,"FALSE"
"219d",0.3,313,26.24399948,5,1537,0.400136186,0.262807304,749.7652552,204.8749233,1,101.8277168,13.98807144,1919.59668,0.455000013,0.283950599,200837.8472,458.0836492,241,7.36,58,7.8,125,0.562672774,0.577213466,0.346440077,0.076118491,0.004111814,0.730298094,0.276227605,0.00927713,1.14e-05,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.368287444,0.165510997,0.297820091,0.000143765,1e-06,0,0.050729424,0.108212799,"FALSE"
"219e",0.3,136,27.21875,5,1613,0.341937358,0.224603657,707.1966749,230.1701064,0,45.33535576,9.066003799,1919.59668,0.455000013,0.158718187,37206.15891,260.1755371,241.25,7.36,58,7.8,120,0.577213466,0.577213466,0.636988461,0.009343722,0.003373226,0.733049946,0.168789439,0.00927713,1.14e-05,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.368287444,0.165510997,0.297820091,0.000143765,1e-06,0,0.050729424,0.108212799,"FALSE"
"219f",0.335668044158335,382,24.77049971,24.5,1346.75,0.402539894,0.241718458,729.3874488,595.6509878,0,108.0273132,12.45683479,1919.59668,0.455000013,0.38454866,522597.7122,617.1743757,224.6875,7.36,58,7.8,137.5,0.329030093,0,0,0.169108023,0.004126707,0.691679015,0.331452036,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.218889028,0.212817371,0.247576803,1e-06,1e-06,0,0.030184079,0.290522724,"FALSE"
"219g",0.3,23.5,28.20512486,22,1611,0.366857743,0.246046381,632.7804325,1011.100268,0,81.10764313,5.650428772,1919.59668,0.455000013,0.520054433,482647.0675,829.4995278,238.25,7.36,58,7.8,117,0.5062718,0.577213466,0.357358038,0.054501366,0.005070285,0.716179591,0.270855533,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"FALSE"
"219h",0.3,48,27.36574936,17,1614.5,0.538706855,0.423768107,665.836877,390.3233813,0,327.9145508,15.79547119,1919.59668,0.455000013,0.808837932,4321545.195,846.014983,205,7.36,58,7.8,101.25,0.161156674,0.577213466,0.339511424,0.07926803,0.017607684,0.51278239,0.142759699,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"FALSE"
"21a",0.3,2054,17.12825012,192,1580.75,0.131674018,0.074603786,793.0159309,2478.996164,0,49.51614189,9.656831741,1653.785278,0.370000005,0,0,0.143874991,305,6.542727273,103.5454545,6.414545455,123.6666667,0.059367772,0.065340467,0.059517533,0.078968854,0.048597382,0.682405152,0.172778175,0.029830821,0.565566063,1e-06,1e-06,1e-06,0.013540288,0.062037684,0.021310495,0.001710425,0.077279426,0.037976582,0.01289904,1e-06,0,0.171471387,0.006373783,"FALSE"
"21b",0.383032246708284,1543,20.9470005,195,1880.25,0.124896643,0.063627119,771.870556,2469.909718,0,19.62622166,3.452419281,1653.785278,0.370000005,2.52e-05,12.06,0.166199991,231.25,6.826363636,89.36363636,6.419090909,126.5,0.062607805,0.065340467,0.057418153,0.057990405,0.049993898,0.712951046,0.208134962,1e-06,0.470511794,1e-06,1e-06,1e-06,1e-06,0.061316572,0.077270389,1e-06,0.189359382,0.198913291,1e-06,1e-06,0,0,0.00262058,"FALSE"
"220a",0.3,602,22.34512472,21.5,1603.930147,0.578106474,0.318467572,1101.242656,860.0819932,0.5,58.48010826,11.84457461,4642.817871,0.52409339,0.213540253,2379027.531,752.6376777,282,6.989090909,77.72727273,6.693636364,20.3003663,0.073016611,0.103989847,0.081443623,0.259925766,0.091274635,0.517385088,0.372388853,0.016832812,0.502510369,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.059783444,0.381748676,0.009091091,0.000624548,1e-06,0,0,0.029402075,"FALSE"
"221a",0.3,51,26.40424919,394.5,1469.75,0.196472224,0.095709431,1162.14542,24.23293541,0,8.072305679,0.831859589,3335.817627,0.528495371,0,0,0.429999977,264,7,73,6.73,94.25,0.097235866,0.097235866,0.099576227,0.133134711,0.008456817,0.637789272,0.237306618,0.030262375,0.811455011,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.064680077,0.019607741,1e-06,0.0528403,1e-06,0,0,0.021146506,"FALSE"
"222a",0.3,119.5,25.65324974,261,1478,0.146501181,0.084641553,967.5714145,1458.560991,0,1753.089783,229.4520874,12877.99414,0.544334471,0.01332954,14420.6064,151.2320443,77,6.68,98,7.15,149,0.093449384,0.093449384,0.052442558,0.276963376,0.080739724,0.837792452,0.37893742,0.030681074,0.723805785,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.092925228,0.075020351,0.004412438,0.035990953,1e-06,0,0,0.037157193,"FALSE"
"222b",0.3,73,25.83649921,268,1465.333333,0.140538609,0.083361545,979.5917959,1548.454169,0,417.0878143,179.2437897,12877.99414,0.544334471,0.02089152,27326.952,237.720937,77,6.68,98,7.15,153,0.093449384,0.093449384,0.081206314,0.276963376,0.080739724,0.837792452,0.37893742,0.030681074,0.723805785,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.092925228,0.075020351,0.004412438,0.035990953,1e-06,0,0,0.037157193,"FALSE"
"223a",0.3,119.5,25.65324974,261,1478,0.146501181,0.084641553,967.5714145,1458.560991,0,1753.089783,229.4520874,12877.99414,0.544334471,0.01332954,14420.6064,151.2320443,77,6.68,98,7.15,149,0.093449384,0.093449384,0.052442558,0.276963376,0.080739724,0.837792452,0.37893742,0.030681074,0.723805785,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.092925228,0.075020351,0.004412438,0.035990953,1e-06,0,0,0.037157193,"FALSE"
"223b",0.3,73,25.83649921,268,1465.333333,0.140538609,0.083361545,979.5917959,1548.454169,0,417.0878143,179.2437897,12877.99414,0.544334471,0.02089152,27326.952,237.720937,77,6.68,98,7.15,153,0.093449384,0.093449384,0.081206314,0.276963376,0.080739724,0.837792452,0.37893742,0.030681074,0.723805785,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.092925228,0.075020351,0.004412438,0.035990953,1e-06,0,0,0.037157193,"FALSE"
"223c",0.3,33,25.98950005,285,1461.666667,0.239300411,0.153410693,980.0467358,2851.173915,0,9.198070526,0.399343491,12877.99414,0.544334471,0.14906933,2287912.805,1623.105307,77,6.68,98,7.15,164,0.093449384,0.093449384,0.112818018,0.298041983,0.099719022,0.830239302,0.418527029,0.021467764,0.570294857,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.002699773,0.159005359,0.177514419,1e-06,1e-06,0,0.025064584,0.043945279,"FALSE"
"223d",0.3,30,26.0340004,262,1459.333333,0.392163669,0.278974217,952.8830813,3604.01401,0,316.1696777,4.457519531,12877.99414,0.544334471,0.08081532,660327.2604,853.3435675,77,6.68,98,7.15,159,0.093449384,0.093449384,0.089389727,0.30853984,0.109246767,0.830745447,0.425429055,0.021467764,0.570294857,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.002699773,0.159005359,0.177514419,1e-06,1e-06,0,0.025064584,0.043945279,"FALSE"
"224a",0.3,11.5,26.08049774,206.5,1516,0.298248288,0.180628733,1091.854201,166.7358627,0,1501.898407,316.1179199,20180.16602,0.547039092,0.000347617,1030.544435,1.763411256,264,6.96,79,6.79,113,0.090431788,0.097235866,0.039417673,0.153865997,0.00932999,0.636182485,0.374956556,0.024089305,0.638048172,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.104069546,0.199697703,0.009172722,1.32e-05,1e-06,0,0,0.024902347,"FALSE"
"225a",1.20329758382643,303.5,20.24199963,47,1572.6,0.473290404,0.258995742,642.7200724,1001.628045,0,1.262936354,5e-05,26288.48828,0.87844646,0.664209521,14296802.42,27384.56377,0,8.63,6,9.1,37,0.039347034,0.040463828,0.013488937,0.115966498,0.097743078,0.549723642,0.584017472,1e-06,1e-06,0.10860154,0.120264128,0.126760244,0.073604636,0.35093087,0.078574315,0.026721014,0.01045309,0.014190464,1e-06,1e-06,0,0.020813512,0.069082201,"FALSE"
"226a",1.35856178819113,1123.5,-5.065000057,76.5,990.8,0.162682423,0.015770612,500.1950814,131.5441309,0,0.125951987,0.005307176,37605.85547,0.886376381,0.010480718,42466.39791,564.1716955,0,8.54,13,8.81,58.8,0.114466609,0.124645896,0.029182181,0.326290795,0.149959799,0.661451116,0.304415273,3.01e-05,1.19e-05,0.059065383,0.114173666,0.524074018,0.157764301,0.000719888,1e-06,0.0052333,0.002344199,1e-06,6.32e-05,0.040135399,0,0.012490002,0.083892681,"FALSE"
"227a",1.20329758382643,268,21.13375092,134,1600.75,0.139385147,0.087584,656.7321568,318.7725267,0,72.98670959,0.000473022,30000.58008,0.880248427,0.793868105,257980260.8,32832.54981,0,8.69,6,9.26,52.5,0.035523353,0.040463828,0.022530261,0.162680158,0.05638492,0.318715267,0.086806709,7.19e-05,0.591770172,5.33e-06,0.072778016,1e-06,0.100127138,0.001283232,0.066438392,0.015466272,0.005236,0.01456737,0.011077124,5.27e-05,0.081279494,0.02715143,0.012694434,"FALSE"
"228a",0.3,351.25,26.96199989,182.25,1768.75,0.04838414,0.025179639,879.2448332,644.2071179,0,1.21227169,0.055031955,4929.069824,0.535000026,0.0385575,4716.2322,189.685102,48,6.83,86,7.27,125,0.00475053,0.00475053,0.003845522,0.188880983,0.049745731,0.582994734,0.109493556,0.036544755,0.801389515,1e-06,1e-06,1e-06,0.007980891,0.000368103,1e-06,0.071669541,0.029320208,1e-06,0.037702404,1e-06,0,0,0.015018586,"FALSE"
"229a",0.383032246708284,873,21.04100037,4,1881.586364,0.666236742,0.234429973,749.1683593,5156.122731,0,311.9702623,8.814724392,1772.25647,0.482774526,0.591247039,1390437.226,2010.285217,393.75,6.42,109,6.38,71.1,0.577239809,0.68812722,0.453599334,0.247633393,0.308603937,0.896932604,0.389645318,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.162145078,0.028264845,1e-06,1e-06,1e-06,0,0,0.809579074,"FALSE"
"22a",0.383032246708284,1745,19.69075012,204,1862.25,0.097676652,0.05341687,791.7863904,1215.307819,0,49.4889183,8.67755127,1653.785278,0.370000005,0,0,0.149999991,309.25,6.542727273,103.5454545,6.414545455,127,0.04988832,0.063714825,0.02666986,0.033162456,0.031811181,0.802741116,0.254475782,1e-06,0.470511794,1e-06,1e-06,1e-06,1e-06,0.061316572,0.077270389,1e-06,0.189359382,0.198913291,1e-06,1e-06,0,0,0.00262058,"FALSE"
"22b",0.383032246708284,1551,21.71475029,161,1839.5,0.161159751,0.099686213,777.4577754,970.3852974,0,17.28657722,2.846284866,1653.785278,0.370000005,0,0,0.149999991,305,6.542727273,103.5454545,6.414545455,116,0.062568524,0,0,0.107221635,0.035652286,0.725886349,0.177528635,0.039241668,0.43561393,1e-06,1.27e-06,1e-06,1e-06,0.000112528,1e-06,0.138958648,0.042284053,0.084489733,4.98e-05,3.56e-06,0,0.20463483,0.054605946,"FALSE"
"22c",0.383032246708284,1252,20.73775101,275,1992,0.067176663,0.050648265,773.5942487,53.19098318,0,9.692847729,-0.71176815,2318.339355,0.398000002,7.4e-06,1.026,0.152699991,338,6.6,104,6.53,122,0.020760698,0.020760698,0.022544079,0.025372557,0.003792774,0.792432709,0.206835122,0.027641971,0.597246766,1e-06,1e-06,1e-06,4.78e-05,0.000423637,0.065153062,0.02367066,0.023552377,0.230892986,0.002208552,1e-06,0,0,0.029158216,"FALSE"
"22d",0.383032246708284,1030,23.05924988,192,2126.5,0.05918331,0.044215821,702.4814955,894.0750095,1,4.440920353,1.161011934,2318.339355,0.398000002,0.008259465,2036.4168,13.07711986,236,6.6,104,6.53,119.6,0.020760698,0.020760698,0.011759182,0.009547327,0.0036503,0.038663662,0.025096104,0.044750754,0.682597935,2.32e-06,2.2e-06,1e-06,1e-06,1e-06,5.87e-05,0.160532624,1.38e-05,0.012446871,0.019153604,2.35e-05,0,0.014392992,0.066021666,"FALSE"
"22e",0.383032246708284,1745,19.69075012,204,1862.25,0.097676652,0.05341687,791.7863904,1215.307819,0,35.82435608,6.281562805,1653.785278,0.370000005,0,0,0.149999991,309.25,6.542727273,103.5454545,6.414545455,127,0.050162701,0.065340467,0.02666986,0.044322878,0.042859249,0.721057559,0.180902459,1e-06,0.470511794,1e-06,1e-06,1e-06,1e-06,0.061316572,0.077270389,1e-06,0.189359382,0.198913291,1e-06,1e-06,0,0,0.00262058,"FALSE"
"22f",0.383032246708284,1551,21.71475029,161,1839.5,0.161159751,0.099686213,777.4577754,970.3852974,0,12.74430132,2.098385811,1653.785278,0.370000005,0,0,0.149999991,305,6.91,88,6.42,116,0.064164919,0,0,0.116089024,0.045669908,0.68826026,0.146593489,0.039241668,0.43561393,1e-06,1.27e-06,1e-06,1e-06,0.000112528,1e-06,0.138958648,0.042284053,0.084489733,4.98e-05,3.56e-06,0,0.20463483,0.054605946,"FALSE"
"22g",0.383032246708284,1252,20.73775101,275,1992,0.067176663,0.050648265,773.5942487,53.19098318,0,11.2900815,-0.82905674,2318.339355,0.398000002,7.4e-06,1.026,0.152699991,338,6.91,88,6.42,122,0.018188443,0.018188443,0.022544079,0.031713077,0.009700169,0.773263134,0.107581925,0.027641971,0.597246766,1e-06,1e-06,1e-06,4.78e-05,0.000423637,0.065153062,0.02367066,0.023552377,0.230892986,0.002208552,1e-06,0,0,0.029158216,"FALSE"
"230a",0.335668044158335,1501,11.77750015,17,1316.75,0.440039469,0.076267092,698.0883272,3455.718367,0,188.2936096,0.206710815,1048.139648,0.377999991,0.0431166,63379.098,71.30557613,412,7.01,75,7.53,86.25,0.200874231,0.162054315,0.440499693,0.402896741,0.272019348,0.753058368,0.514835655,1e-06,0.488915354,1e-06,4.63e-05,0.051439516,0.075185761,0.319589138,0.01760895,0.007137293,0.005641459,0.007839707,0.001329287,1e-06,0,0,0.025264209,"FALSE"
"230b",0.335668044158335,1353.5,12.57862473,15,1321.25,0.504665933,0.113504311,724.3356714,9868.729715,0,143.4091415,1.876144409,1048.139648,0.377999991,0.217052819,997254.381,524.9129688,441.5,7.01,75,7.53,86,0.152697734,0.162054315,0.478152364,0.368871538,0.265962219,0.75904624,0.868903882,1e-06,0.488915354,1e-06,4.63e-05,0.051439516,0.075185761,0.319589138,0.01760895,0.007137293,0.005641459,0.007839707,0.001329287,1e-06,0,0,0.025264209,"FALSE"
"230c",0.335668044158335,1532,11.57324982,16,1287,0.53721438,0.129753912,742.5589517,10372.30696,0,214.5569611,2.806945801,1048.139648,0.377999991,0.262517159,1307092,740.8191063,471,7.01,75,7.53,83,0.494239722,0.162054315,0.330727518,0.356991861,0.335700152,0.785130388,0.715538033,1e-06,0.488915354,1e-06,4.63e-05,0.051439516,0.075185761,0.319589138,0.01760895,0.007137293,0.005641459,0.007839707,0.001329287,1e-06,0,0,0.025264209,"FALSE"
"230d",0.3,430,16.43799973,11,1629.75,0.53721438,0.129753912,742.5589517,10372.30696,0,140.9719238,3.154312134,1048.139648,0.377999991,0.262517159,1307092,740.8191063,471,7.01,75,7.53,85.5,0.494239722,0.162054315,0.941435575,0.356991861,0.335700152,0.785130388,0.715538033,1e-06,0.488915354,1e-06,4.63e-05,0.051439516,0.075185761,0.319589138,0.01760895,0.007137293,0.005641459,0.007839707,0.001329287,1e-06,0,0,0.025264209,"FALSE"
"231a",0.3,365,9.478571892,164,1561.2,0.617601043,0.411792081,428.6941648,1527.188118,0,265.2173157,12.63737488,10238.88379,0.577000022,0.461457729,45314567.02,3405.048024,38,5.3,152,5.33,43,0.436251331,0.661833107,0,0.045747523,0.045156493,0.445815638,0.242841587,0.000971729,0.000769977,0.068660878,0.001752228,0.113895386,0.220123053,0.383270025,0.089057587,0.035428248,0.031393062,0.038189609,0.000612894,0.005436713,0,0,0.010438621,"FALSE"
"231b",0.3,365,9.478571892,164,1547.8,0.617601043,0.411792081,428.6941648,1527.188118,0,265.2173157,12.63737488,10238.88379,0.577000022,0.461457729,45314567.02,3405.048024,38,5.3,152,5.33,43,0.436251331,0.661833107,0,0.045747523,0.045156493,0.445815638,0.242841587,0.000971729,0.000769977,0.068660878,0.001752228,0.113895386,0.220123053,0.383270025,0.089057587,0.035428248,0.031393062,0.038189609,0.000612894,0.005436713,0,0,0.010438621,"FALSE"
"231c",0.3,263,10.01166153,154.5,1566.8,0.614084339,0.410271079,420.9129264,1597.273108,0,250.7199326,7.720359802,10238.88379,0.577000022,0.565232133,51308429.62,4137.094001,38,5.3,152,5.33,43,0.40370291,0.661833107,0,0.033040902,0.033040902,0.398656132,0.236913075,0.000971729,0.000769977,0.068660878,0.001752228,0.113895386,0.220123053,0.383270025,0.089057587,0.035428248,0.031393062,0.038189609,0.000612894,0.005436713,0,0,0.010438621,"FALSE"
"232a",3,257.1584559,-14.56607048,29.50845588,584.760773,0.068844132,0.015411743,415.5641951,14.59085782,0.152588556,1.001067165,0.019165451,43268.66016,0.886376381,0,0,4.570306532,0,8.469090909,14.27272727,8.741818182,27.51235099,0.075953205,0,0,0.080864548,0.08011384,0,0,1.26e-05,1.04e-06,3.01e-06,0.398921298,0.270421436,0.185289604,1e-06,1e-06,0.000229975,1e-06,1e-06,0.000232451,0.033905368,0,0.029608894,0.08137037,"FALSE"
"233a",1.35057024826059,823.7142857,-1.698374994,69.92857143,1000.37498,0.307905045,0.176361452,718.0596709,555.1591485,0,45.37117335,-3.158008737,2303.779607,0.628435075,0.368705399,434700.0898,2502.088648,41,7.89,44,8.58,53.94185862,0.116210872,0.112193279,0.075275764,0.227093012,0.062363331,0.677973489,0.356281364,0.041341207,0.000433763,0.135722879,0.008237116,0.209286291,0.254189491,0.181090321,0.0488879,0.022003203,0.022730102,0.012980646,0.002553931,0.022826253,0,0,0.037716904,"FALSE"
