"Case.Study.ID","weight","DEM","AvgTemp","AvgMonthlyPrec","ET","HANPP_Total","HANPP_LC","HANPP_NPP","Livestock","PA","Pop_dense","Pop_delta","GDP","HDI","Market_access","Market_density","Market_influence","Malnutrition","hf_score","hf_rank","pf_score","Mammals","HANPP_forest","HANPP_forest_harvest","HANPP_forest_new","HANPP_pasture","HANPP_pasture_harvest","HANPP_cropland","HANPP_cropland_harvest","tropical.broadleaf.evergreen","temperate.broadleaf.evergreen","broadleaf.deciduous","needleleaf.evergreen","needleleaf.deciduous","C3.grass","C3.crop","C3.pasture","C4.grass","C4.crop","C4.pasture","evergreen.shrubs","deciduous.shrubs","urban","lake","bare.soil","Fire_development_stage"
"123e",0.383032246708284,592,23.08775043,44.5,2114.459098,0.332474928,0.173640706,882.5113728,2406.702972,1,4.946413372,0.759285346,652.3522339,0.268987507,0,0,0.100000001,525,5.36,133,5.6,101.4173623,0.345092475,0.345092475,0.245806172,0.110139562,0.086892982,0.814173935,0.236665027,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.300783932,0.00123172,0.00043447,1e-06,1e-06,0,0,0.697539866,"FALSE"
"123f",0.383032246708284,458,25.46725082,47,2153.182566,0.23351882,0.089940899,679.154972,3825.754476,1,5.259622152,0.807363528,652.3522339,0.268987507,0,0,0.117387999,525,5.36,133,5.6,106.718543,0.338331556,0.345092475,0.042209063,0.099383295,0.086619286,0.446548922,0.107741134,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.300783932,0.00123172,0.00043447,1e-06,1e-06,0,0,0.697539866,"FALSE"
"124a",0.3,762,23.63287544,277.5,1636.333333,0.213161154,0.174941413,1316.107536,1301.378595,1,130.9605713,10.3447876,1660.726318,0.433421552,0.137909267,153694.0311,141.6682659,398.5,6.665454545,98,7.02,19.05263158,0.024468589,0,0,0.05819287,0.047994138,0.790097544,0.14437318,1e-06,0.375468105,1e-06,1e-06,1e-06,1e-06,1e-06,0.011727534,8.15e-05,0.00587551,0.551260054,1e-06,1e-06,0,0,0.055579256,"FALSE"
"125a",0.3,769,23.61149979,276,1633.893204,0.196668546,0.161643188,1317.887049,1331.970939,0,51.03676542,3.537190331,1660.726318,0.433421552,0.054008335,67163.26805,55.58260979,395.5,6.665454545,98,7.02,15.07616708,0.018226387,0.018226387,0.021670628,0.066432557,0.054598044,0.790745457,0.100878336,0.005960141,0.440328439,1e-06,1e-06,1e-06,1e-06,0.013322261,0.017485632,0.006442854,0.059131151,0.421716248,1e-06,1e-06,0,0,0.035607592,"FALSE"
"126a",0.383032246708284,396.5,24.10312462,0,2052.723122,0.282415111,0.24481489,691.3753085,554.3534032,0,10.17915102,2.621704851,2768.32251,0.444000006,0.004415325,1144.16,10.62324038,334,5.730909091,134.3636364,5.616363636,90.93078056,0.025950871,0.025950871,0.029602852,0.065074896,0.061376341,0.489002656,0.072431542,0.04599585,0.651898921,8.48e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.193410173,0.060808044,0.009194082,1e-06,1e-06,0,0,0.038677454,"FALSE"
"127a",0.383032246708284,918.5,22.58049965,17.5,2290.95098,0.395319068,0.253042674,722.2659132,6449.565521,0.5,30.01013696,4.029583097,652.3522339,0.268987507,0.14189084,422537.4578,142.4462104,467.5,5.324545455,144.9090909,5.277272727,80.6977887,0.327416068,0.345092475,0,0.167323252,0.069022752,0.831157783,0.324620567,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.532452166,0.007906835,0.007444918,1e-06,1e-06,0,0,0.452186048,"FALSE"
"127b",0.383032246708284,1067,21.61224937,17,2256.846501,0.395319068,0.253042674,722.2659132,6449.565521,0.5,53.75930786,8.563531315,652.3522339,0.268987507,0.14189084,422537.4578,142.4462104,467.5,5.324545455,144.9090909,5.277272727,81.66213152,0.314760073,0.345092475,0.076043114,0.099582401,0.08455668,0.841281876,0.309336621,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.532452166,0.007906835,0.007444918,1e-06,1e-06,0,0,0.452186048,"FALSE"
"128a",0.383032246708284,1441,21.96649933,24,1881.666667,0.213011123,0.054983204,739.8223069,581.2161936,1,4.251997471,0.680121899,652.3522339,0.268987507,0,0,0.100000001,429,5.324545455,144.9090909,5.277272727,61.75,0.214346844,0.381401122,0.098629698,0.149606039,0.132723133,0.406851009,0.091973009,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"TRUE"
"128b",0.383032246708284,1158,24.40699959,26,2007.75,0.161956417,0.026583908,703.7364293,946.403094,0,5.784259796,0.925211906,652.3522339,0.268987507,0,0,0.10057943,429,5.324545455,144.9090909,5.277272727,92,0.357739644,0.381401122,0.08312083,0.121385853,0.118638636,0.094411405,0.01830295,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.300783932,0.00123172,0.00043447,1e-06,1e-06,0,0,0.697539866,"TRUE"
"128c",0.383032246708284,1780,20.97024918,35,1812.25,0.196491929,0.053051709,833.8440811,1305.241561,0,16.18499947,2.588846207,652.3522339,0.268987507,0,0,0.100000001,429,5.324545455,144.9090909,5.277272727,72,0.308005628,0.381401122,0.173627555,0.150695668,0.134065405,0.286314781,0.060604431,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"TRUE"
"129a",0.383032246708284,1619,21.47425079,33,1887,0.196491929,0.053051709,833.8440811,1305.241561,0,13.95314598,2.231853485,652.3522339,0.268987507,0,0,0.100000001,429,5.324545455,144.9090909,5.277272727,68.33333333,0.278684091,0.345092475,0.356511116,0.107893661,0.091264861,0.292578393,0.046876092,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"TRUE"
"129b",0.383032246708284,1619,21.47425079,33,1887,0.196491929,0.053051709,833.8440811,1305.241561,0,13.95314598,2.231853485,652.3522339,0.268987507,0,0,0.100000001,429,5.324545455,144.9090909,5.277272727,68.33333333,0.278684091,0.345092475,0.356511116,0.107893661,0.091264861,0.292578393,0.046876092,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"FALSE"
"129c",0.383032246708284,1619,21.47425079,33,1887,0.196491929,0.053051709,833.8440811,1305.241561,0,16.18499947,2.588846207,652.3522339,0.268987507,0,0,0.100000001,429,5.324545455,144.9090909,5.277272727,68.33333333,0.305453996,0.37824145,0.356511116,0.139481075,0.122849153,0.265215795,0.04812171,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"FALSE"
"12a",1.1962193627451,385.6060606,24.56283069,305.4463869,1443.919436,0.131445994,0.060557845,905.586562,1711.650856,0.097826087,5.198316157,0.613198213,8164.354004,0.610901654,0.001507856,13532.52354,17.85940347,30,7.012727273,76.63636364,7.511818182,126.3924107,0.085223339,0.085223339,0.05854246,0.155633732,0.09334234,0.824369915,0.304980395,0.028506694,0.707654189,1e-06,1e-06,1e-06,1e-06,0.001242034,1e-06,0.059313564,0.142230464,0.014197395,0.018983356,1e-06,0,0.001336882,0.026529421,"FALSE"
"12b",0.335668044158335,202.5996441,24.96803893,269.4377224,1368.654781,0.109739172,0.046908525,929.6196708,2179.994615,0.458333333,3.790006636,0.753264268,12877.99414,0.544334471,0.003117721,7171.454701,35.51933118,77,7.012727273,76.63636364,7.511818182,143.4004651,0.080313277,0.085223339,0,0.063575579,0.063575579,0.077035746,0.020888251,0.033945753,0.713861768,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.120438943,0.02416368,0.005864133,0.045907789,1e-06,0,0.02855902,0.027251906,"FALSE"
"130a",1.55026069081933,387,32.67200089,37,3325,0.027581903,0,425.4905179,15.57975054,1,0.004959384,3.58e-06,34521.01563,0.883852363,0,0,4.130000114,0,8.662727273,5.727272727,9.193636364,23,0.000281946,0,0,0.017976427,0.017976427,0,0,1e-06,1e-06,1e-06,1e-06,1e-06,0.001304074,1e-06,1e-06,0.625339806,1e-06,1e-06,1e-06,1e-06,0,0,0.373345137,"FALSE"
"131a",1.55026069081933,386.25,32.77281284,67.25,3340.745851,0,0,408.6660906,15.6082846,0,3.5e-05,2.52e-08,34521.01563,0.883852363,0,0,4.130000114,0,8.662727273,5.727272727,9.193636364,23.91012397,0,0,0,0,0,0,0,1e-06,1.66e-05,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.672207534,1e-06,1e-06,1e-06,1e-06,0,0,0.327764854,"TRUE"
"132a",1.55026069081933,45,28.67424965,304,2292.75,0.01414572,0.004496502,763.5125797,42.79941167,1,0.021041149,5.17e-06,37636.16016,0.821685314,0.00011184,10.7436,8.108016195,0,8.662727273,5.727272727,9.193636364,45.25,0.028509119,0.039220966,0.002630389,0.048963128,0.048342853,0,0,0.607797563,0.025660601,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.328412831,1e-06,1e-06,0.000700107,1e-06,0,0,0.037419882,"TRUE"
"133a",0.383032246708284,193,26.90774918,426,2113,0.237456394,0.193198226,760.9610865,1897.500628,1,32.85969353,6.851776123,1660.726318,0.433421552,0.0182115,6668.873,17.57778185,342,6.665454545,98,7.02,32,0.018117092,0.018226387,0,0.114248333,0.043230347,0.671617293,0.110137547,1e-06,0.399965316,1e-06,1e-06,1e-06,1e-06,1e-06,1.53e-06,1e-06,0.004605626,0.544175982,1e-06,1e-06,0,0,0.051242519,"FALSE"
"134a",0.383032246708284,1259,20.96999931,165,1820.25,0.151029307,0.085845223,634.4919696,1642.764112,0,25.71573512,2.371648153,2526.072266,0.499000013,0.281963599,35289.266,112.3150405,155.25,5.468181818,139.6363636,5.812727273,124.5,0.125079385,0.129747778,0.247367725,0.089237686,0.089237686,0.805876508,0.179953948,0.030251373,0.510170937,1e-06,1e-06,1e-06,2.07e-05,0.003554049,0.02217935,0.040719967,0.116524935,0.208692715,1e-06,1e-06,0,0,0.067880973,"FALSE"
"135a",0.3,1378,21.78212452,51.5,1768.968579,0.115575747,0.051995579,878.5429752,3094.269288,0,10.91124007,1.442850176,2048.665527,0.370000005,0.11484036,491553.6406,176.7754431,339.25,6.542727273,103.5454545,6.414545455,152.6019022,0.051019815,0,0,0.056151142,0.051016547,0.677322354,0.171482594,4.12e-06,1.71e-06,1e-06,1e-06,1e-06,1e-06,1.57e-05,8.17e-05,0.450589001,0.002673901,0.037191361,2.85e-05,1e-06,0,0.019088835,0.490320235,"TRUE"
"135b",0.3,1378,21.78212452,51.5,1768.968579,0.115575747,0.051995579,878.5429752,3094.269288,0,12.35409025,1.702217881,2048.665527,0.370000005,0.11484036,491553.6406,176.7754431,339.25,6.542727273,103.5454545,6.414545455,152.6019022,0.046817635,0,0,0.046018865,0.04093016,0.803658794,0.155390387,4.12e-06,1.71e-06,1e-06,1e-06,1e-06,1e-06,1.57e-05,8.17e-05,0.450589001,0.002673901,0.037191361,2.85e-05,1e-06,0,0.019088835,0.490320235,"FALSE"
"137a",0.3,1575.5,21.93987465,30.5,1782.730769,0.191851238,0.051235105,745.402642,1054.849952,0,7.223661184,1.155449152,652.3522339,0.268987507,0,0,0.100000001,429,5.28,143,5.37,67,0.276780659,0.359878391,0.240799755,0.139036562,0.127084706,0.007504482,0.0014878,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"FALSE"
"137b",0.383032246708284,1595.5,21.58400059,32,1888.113208,0.196491929,0.053051709,833.8440811,1305.241561,0,18.77384567,3.002941132,652.3522339,0.268987507,0,0,0.100000001,429,5.28,143,5.37,70.64285714,0.290624654,0.359878391,0.176248014,0.147350489,0.130724944,0.183620337,0.043697841,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"FALSE"
"137c",0.383032246708284,1449,22.65462494,29,1872.436364,0.169704166,0.049358733,670.6128906,1000.514033,0,7.223661423,1.155449867,652.3522339,0.268987507,0,0,0.110440003,424.5,5.28,143,5.37,70.14285714,0.332893472,0.359878391,0.123126253,0.151066023,0.147017103,0.322712873,0.052757077,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"FALSE"
"137d",0.383032246708284,1395.5,22.74962521,26.5,1835.363636,0.195548574,0.048649831,708.9280608,803.2347553,0,7.223661184,1.155449629,652.3522339,0.268987507,0,0,0.100000001,429,5.28,143,5.37,62.59259259,0.111525026,0.359878391,0.116887748,0.141608617,0.124922208,0,0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"FALSE"
"137e",0.383032246708284,1445,22.59300041,29,1910.160714,0.191851238,0.051235105,745.402642,1054.849952,0,7.223660946,1.15544939,652.3522339,0.268987507,0,0,0.100000001,429,5.28,143,5.37,66.83333333,0.276780659,0.359878391,0.120846063,0.139036562,0.127084706,0.007504482,0.0014878,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.3613635,1e-06,1e-06,1e-06,1e-06,0,0,0.638624489,"FALSE"
"138a",1.35057024826059,1911.5,12.88900018,15,1340,0.123054222,0.053198662,405.8133591,232.9206224,0.5,1.180678368,0.014949918,11439.43164,0.714839578,0.003791437,13046.04121,62.0114525,31.875,7.01,79,8.16,24,0.067816687,0.050188638,0.025120478,0.205403117,0.149364865,0.738377351,0.396511761,2.95e-05,0.00037079,0.108442768,0.054253552,0.360030562,0.223423794,0.067571595,0.109221563,0.018037667,0.011004408,0.015634838,1.13e-06,0.005830743,0,0,0.026147071,"FALSE"
"139a",0.3,301,24.60275078,252,1527.786219,0.149165234,0.032717089,791.3382806,1299.103448,1,0.396919434,-0.000198415,2400.288818,0.538436055,1.87e-05,11.448,1.188100032,83,7.12,68,7.61,117.5107143,0.099659353,0.099659353,0.042790607,0.142180104,0.142180104,0.708990939,0.357904769,0.02794731,0.669683576,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.076075383,0.059092242,0.089232914,0.018215762,1e-06,0,0.018164465,0.041581322,"FALSE"
"139b",0.3,427,24.64450073,229,1641.292254,0.054021215,0.002200867,856.4487631,209.5559419,1,0.219589029,0.035397191,16031.35547,0.58899343,0,0,1.090000033,77,7.12,68,7.61,121.1616872,0.099659353,0.099659353,0.02357698,0.142207227,0.142207227,0.616957711,0.247946576,0.033246953,0.743646145,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.118813068,0.01754077,0.020216912,0.024437586,1e-06,0,0,0.042091589,"FALSE"
"139c",0.3,523,24.33799934,227,1657.294014,0.057817447,0.008835318,857.4056439,284.1862836,1,0.009328619,0.001504272,16031.35547,0.58899343,0,0,1.090000033,78.75,7.12,68,7.61,119.7250438,0.097149034,0.099659353,0.022196731,0.143097804,0.143097804,0.371145035,0.16090674,0.033915289,0.747295886,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.117559996,0.021546324,0.010263506,0.026948755,1e-06,0,0,0.042463245,"FALSE"
"139d",1.1962193627451,1086.529412,21.89022075,75.41176471,1575.468773,0.111876711,0.06624765,1329.765117,1.961793488,1,0.478242489,0.361843667,23328.86914,0.628876746,0,0,1.25999999,47,4.689090909,152,5.947272727,181.4139976,0.011139367,0.012198014,0.009157432,0.072201702,0.072201702,0.00089654,0.000230662,0.038086265,0.776813895,1e-06,1e-06,1e-06,0.001664544,1e-06,1e-06,0.115290785,2.59e-05,1e-06,0.048153343,1e-06,0,0.003041084,0.016917209,"FALSE"
"13a",0.335668044158335,612,24.45075035,17,1284.75,0.202306664,0.154459354,1006.21603,141.0345254,0,83.78363291,4.208323161,2768.32251,0.444000006,0.620227601,902650.2836,1444.175891,195,5.730909091,134.3636364,5.616363636,147,0.023190142,0.02426696,0.008940324,0.110654084,0.051173271,0.78000414,0.106694269,0.027778223,0.54198122,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.072988801,0.244624659,0.059022922,0.021894347,1e-06,0,0.010855224,0.020847639,"FALSE"
"13b",0.335668044158335,733,23.74950027,18,1272.333333,0.191234316,0.146124517,983.890584,137.3616354,0,39.29429626,4.217741966,2768.32251,0.444000006,0.767239802,1140529.698,1757.583182,195,5.730909091,134.3636364,5.616363636,151,0.023830344,0.02426696,0.048086062,0.109323116,0.02502288,0.769771566,0.113574115,0.027778223,0.54198122,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.072988801,0.244624659,0.059022922,0.021894347,1e-06,0,0.010855224,0.020847639,"TRUE"
"13c",0.335668044158335,134,26.30125046,56,1290.75,0.149989972,0.103811687,1008.421561,51.68818047,0,15.55147648,3.105177879,2768.32251,0.444000006,0.07802604,21737.1684,170.9264295,195,5.730909091,134.3636364,5.616363636,130.3333333,0.02426696,0.02426696,0.033107981,0.074145603,0.028060314,0.438571016,0.083824872,0.024125982,0.623259485,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.074159503,0.187145844,0.041278332,0.028456042,1e-06,0,0,0.021567795,"TRUE"
"141a",1.35057024826059,1518.066667,-14.32786674,10.4,1091.121064,0.129560772,0.086307014,310.3951475,155.0649405,0,3.653702323,-0.236059984,13904.62598,0.689999998,7.2e-07,0.0752,1.233007867,8.25,6.77,96,6.74,55.33193424,0.011426704,0.007363799,0,0.048739076,0.039997635,0.379831618,0.513166727,1e-06,1e-06,1e-06,1e-06,1e-06,0.160525289,0.000334876,1e-06,0.153537236,0.001952177,1e-06,1e-06,1e-06,0,0.023364207,0.660277203,"FALSE"
"141b",1.35057024826059,1771.684211,-15.11528929,14.36842105,815.1814884,0.169198761,0.115452345,477.9223029,157.797321,0.5,2.166666101,-0.384205786,13797.44212,0.689506567,0,0,1.290415854,8,6.77,96,6.74,60.07199463,0.009046238,0.007363799,0,0.098011411,0.033433625,0.832867488,0.124784851,2.26e-05,1.09e-05,0.033638883,6.03e-05,0.428213179,0.184027582,0.061222231,1e-06,0.002623536,0.005262056,1e-06,1e-06,0.191358186,0,0.009049235,0.084508255,"FALSE"
"142a",0.383032246708284,1007.75,25.09487534,131.75,2457.419395,0.043118721,0.02640485,643.513793,232.5781469,1,0.498729233,0.040358889,6014.110413,0.579312503,0,0,0.979704005,240.125,7.014545455,75.72727273,7.416363636,89.79508197,0.037142564,0.034040678,0.059954848,0.046569931,0.046569931,0.429363303,0.16654063,0.066910241,0.5434784,1e-06,1e-06,1e-06,0.000148104,1e-06,1e-06,0.311175063,0.006647857,1e-06,1.15e-05,1e-06,0,0,0.07162191,"FALSE"
"143a",0.335668044158335,2862.5,12.25200033,27,1424.711538,0.458055935,0.23237204,826.807498,9513.023066,0,109.6336721,17.53628159,652.3522339,0.268987507,0.014026,64312.7304,15.03548015,433.25,5.324545455,144.9090909,5.277272727,90.00856531,0.328436057,0.347922295,0.117260627,0.10088423,0.10088423,0.407263331,0.100449725,0.017155954,0.138401993,1e-06,1e-06,1e-06,0.040932284,0.142155089,0.061288887,0.229637547,0.03580548,0.023450721,0.000770232,1e-06,0,0.020248292,0.290149541,"TRUE"
"144b",0.383032246708284,235,28.11000061,136,2239,0.397828942,0.368098422,819.2678173,2801.579409,0,27.06746674,5.866386414,1660.726318,0.433421552,3.98e-05,14.9036,0.146720002,343,6.665454545,98,7.02,16.2,0.018226387,0.018226387,0.004091623,0.048340069,0.044259429,0.741525669,0.136632795,0.23279123,1.73e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.184666023,5.56e-05,0.485164165,9.67e-06,1e-06,0,0,0.097304553,"TRUE"
"147a",0.383032246708284,366.2857143,24.26389285,0,2428.978524,0.149461091,0.078233197,620.5423156,1036.733647,0,34.18858611,5.657459516,893.3137817,0.222000003,0.679272599,804061.8888,808.6752867,258,5.949090909,130,5.963636364,74.86601563,0.249827806,0,0,0.085440483,0.071497503,0.799560233,0.211215345,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.150964309,3.37e-05,0.086916525,1e-06,1e-06,0,0.012475065,0.74960041,"TRUE"
"148a",0.383032246708284,379.5862069,24.54775008,0.310344828,2238.680997,0.070128881,0.03008295,640.2578943,1963.571086,0.333333333,37.62646521,8.261003576,1074.368878,0.258964911,0.2036004,97033.22933,216.6996541,255.6666667,5.949090909,130,5.963636364,80.05004299,0.167194837,0.095634565,0.056255791,0.036725497,0.035359629,0.817902801,0.147758061,0.119590507,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.080728447,0.01108657,0.370781921,1e-06,1e-06,0,0.012475065,0.405328494,"TRUE"
"149a",0.383032246708284,1604,18.4232502,29,2035.5,0.479534601,0.371179275,631.3177834,9789.275942,0,165.0814629,17.37248993,652.3522339,0.268987507,0.00567712,44147.4984,5.503679974,514.5,5.33,146,5.33,50,0.34858634,0.350545526,0.095155224,0.115019175,0.114393507,0.805716914,0.412806585,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"FALSE"
"149b",0.383032246708284,787.5,22.71624947,19,2396.25,0.173449914,0.088013049,523.1683456,7367.846226,0,13.66885757,1.636479378,652.3522339,0.268987507,0.00126498,3145.5016,1.221040012,507.125,5.33,146,5.33,47,0.333281516,0.350545526,0,0.100923253,0.086568635,0.74687015,0.299221832,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0,0,0.999987006,"FALSE"
"14a",1.1962193627451,331,24.43012524,75.5,1611.916667,0.208705922,0.155031467,1156.552502,1820.058925,0,7.91329813,0.876816273,10526.5166,0.662,0.0010998,3152.361273,11.68965724,68,7.702727273,47.18181818,7.77,137.7692308,0.015129025,0.016094178,0.025731808,0.190946147,0.07204107,0.602305116,0.212570282,0.025297329,0.669009805,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.106896296,0.046934765,0.070013151,0.021275431,1e-06,0,0.031636599,0.028929655,"FALSE"
"150a",0.383032246708284,1202.75,25.24118757,105.25,2557.812081,0.022571481,0.010202436,504.8606521,291.9140008,0,0.0797125,-0.002373307,5716.231445,0.578000009,0.00041612,49.0452,3.409979959,204.75,7.014545455,75.72727273,7.416363636,65.42273236,0.002956562,0,0,0.035028968,0.035028968,0.206793435,0.014836799,0.100858368,1e-06,0.068770804,1e-06,1e-06,1e-06,1e-06,1e-06,0.738840878,1e-06,1e-06,0.000608207,1e-06,0,0,0.090912752,"TRUE"
"151a",0.3,1036,19.52449989,5,1736.958333,0.732947615,0.284754829,871.0125599,4219.043361,0,285.4013367,-3.058993022,1911.380249,0.530214787,0.65130536,1862472.163,2199.448694,412.25,6.490909091,106.2727273,6.539090909,78.94166667,0.5770949,0.696008265,0.594940186,0.345513593,0.514001357,0.845547249,0.269317961,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.162145078,0.028264845,1e-06,1e-06,1e-06,0,0,0.809579074,"FALSE"
"152a",1.1962193627451,973.5,21.82450008,69,1535.559762,0.107047083,0.051982778,1249.533949,44.84460647,0.5,0.272252882,0.205989608,23328.86914,0.628876746,0,0,1.158571001,59.875,4.689090909,152,5.947272727,184.2542751,0.017805037,0.012198014,0.001272758,0.089366201,0.087033451,0.405221473,0.090399372,0.037559263,0.766036481,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.121410936,5.07e-05,1e-06,0.04937618,1e-06,0,0,0.025558401,"FALSE"
"153a",0.383032246708284,358,24.8314991,1,2225.75,0.070351962,0.020956155,663.7982214,999.1779519,0,26.78065491,5.368423462,893.3137817,0.222000003,0.1087762,157712.032,133.0778366,407,5.8,138,5.83,80,0.307841636,0,0,0.115887909,0.109632382,0.868884683,0.290267648,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.083392218,0.000887312,0.042514279,1e-06,1e-06,0,0,0.873196185,"TRUE"
